"","row","column","cor","p"
"47992","DV2_Q38_1","Dehuman_Native_5",0.176,0
"47993","DV2_Q38_2","Dehuman_Native_5",0.166,0
"47994","DV2_Q38_3","Dehuman_Native_5",0.198,0
"47995","DV2_Q38_4","Dehuman_Native_5",0.139,0
"47996","DV2_Q38_5","Dehuman_Native_5",-0.11,0
"47997","DV2_Q38_6","Dehuman_Native_5",-0.111,0
"47998","DV2_Q38_7","Dehuman_Native_5",-0.119,0
"47999","DV2_Q38_8","Dehuman_Native_5",-0.121,0
"48000","DV2_Q38_10","Dehuman_Native_5",-0.115,0
"48001","DV2_Q38_11","Dehuman_Native_5",-0.064,0.001
"48002","DV2_Q38_12","Dehuman_Native_5",-0.058,0.002
"48003","DV2_DV2_9","Dehuman_Native_5",-0.087,0
"48004","DV2_DV2_13","Dehuman_Native_5",-0.1,0
"48005","DV2_DV2_14","Dehuman_Native_5",-0.097,0
"48006","DV3Timing_First.Click","Dehuman_Native_5",-0.061,0.001
"48007","DV3Timing_Last.Click","Dehuman_Native_5",-0.06,0.001
"48008","DV3Timing_Page.Submit","Dehuman_Native_5",-0.06,0.001
"48010","DV3_Q39_1","Dehuman_Native_5",-0.084,0
"48011","DV3_Q39_2","Dehuman_Native_5",-0.124,0
"48012","DV3_Q39_4","Dehuman_Native_5",0.194,0
"48013","DV3_Q39_5","Dehuman_Native_5",-0.108,0
"48014","DV3_Q39_6","Dehuman_Native_5",-0.072,0
"48015","DV3_Q39_7","Dehuman_Native_5",-0.074,0
"48016","DV3_Q39_8","Dehuman_Native_5",-0.048,0.011
"48017","DV3_Q39_9","Dehuman_Native_5",-0.054,0.004
"48019","AntiSovTiming_Last.Click","Dehuman_Native_5",-0.039,0.038
"48020","AntiSovTiming_Page.Submit","Dehuman_Native_5",-0.038,0.045
"48022","AntiSov_AntiSov_1","Dehuman_Native_5",0.217,0
"48023","AntiSov_AntiSov_2","Dehuman_Native_5",0.195,0
"48024","AntiSov_AntiSov_3","Dehuman_Native_5",0.185,0
"48025","AntiSov_AntiSov_4","Dehuman_Native_5",0.17,0
"48026","AntiSov_AntiSov_5","Dehuman_Native_5",-0.045,0.017
"48027","AntiSov_AntiSov_6","Dehuman_Native_5",-0.12,0
"48028","FamousTiming_First.Click","Dehuman_Native_5",-0.049,0.009
"48032","ContactTiming_First.Click","Dehuman_Native_5",0.04,0.033
"48036","CloseFriends","Dehuman_Native_5",0.077,0
"48038","Acquaintances","Dehuman_Native_5",0.053,0.005
"48040","MealatYourHome","Dehuman_Native_5",-0.067,0
"48041","MealatTheirHome","Dehuman_Native_5",-0.069,0
"48042","Vacation","Dehuman_Native_5",-0.059,0.002
"48043","SocialEvent","Dehuman_Native_5",-0.057,0.003
"48044","Leuisure","Dehuman_Native_5",-0.078,0
"48045","Speaking","Dehuman_Native_5",-0.059,0.002
"48046","Share_Share_1","Dehuman_Native_5",-0.057,0.002
"48047","Share_Share_2","Dehuman_Native_5",-0.057,0.002
"48048","Share_Share_3","Dehuman_Native_5",-0.049,0.01
"48050","ExtendedContactTime_Last.Click","Dehuman_Native_5",-0.043,0.022
"48051","ExtendedContactTime_Page.Submit","Dehuman_Native_5",-0.042,0.027
"48054","Extended_friends","Dehuman_Native_5",0.057,0.003
"48055","Extended_family","Dehuman_Native_5",0.048,0.014
"48058","MediaContactTiming_Page.Submit","Dehuman_Native_5",-0.039,0.039
"48060","ProductsTiming_First.Click","Dehuman_Native_5",0.038,0.041
"48065","OtherContactTiming_Last.Click","Dehuman_Native_5",-0.039,0.038
"48066","OtherContactTiming_Page.Submit","Dehuman_Native_5",-0.038,0.046
"48068","PlayedSportTeam","Dehuman_Native_5",0.073,0
"48071","Spiritualpractice","Dehuman_Native_5",0.055,0.003
"48072","NativeClothing","Dehuman_Native_5",0.04,0.034
"48075","InvisTiming_Last.Click","Dehuman_Native_5",-0.042,0.026
"48076","InvisTiming_Page.Submit","Dehuman_Native_5",-0.04,0.036
"48078","Invisibility_Invisibility_1","Dehuman_Native_5",0.061,0.001
"48079","Invisibility_Invisibility_2","Dehuman_Native_5",0.056,0.003
"48080","Invisibility_Invisibility_3","Dehuman_Native_5",0.086,0
"48081","Invisibility_Invisibility_4","Dehuman_Native_5",0.085,0
"48082","Invisibility_Invisibility_5","Dehuman_Native_5",0.105,0
"48083","Invisibility_Invisibility_6","Dehuman_Native_5",0.087,0
"48084","Invisibility_Invisibility_7","Dehuman_Native_5",0.082,0
"48085","Invisibility_Invisibility_8","Dehuman_Native_5",0.066,0
"48090","MCP_MCP_1","Dehuman_Native_5",0.063,0.001
"48091","MCP_MCP_2","Dehuman_Native_5",0.11,0
"48092","MCP_MCP_3","Dehuman_Native_5",0.046,0.015
"48093","MCP_MCP_4","Dehuman_Native_5",0.126,0
"48094","MCP_MCP_5","Dehuman_Native_5",0.155,0
"48095","MCP_MCP_6","Dehuman_Native_5",-0.111,0
"48096","MCP_MCP_7","Dehuman_Native_5",0.224,0
"48097","MCP_MCP_8","Dehuman_Native_5",-0.178,0
"48098","MCP_MCP_9","Dehuman_Native_5",-0.151,0
"48099","MCP_MCP_10","Dehuman_Native_5",-0.123,0
"48101","RacismMiniTiming_Last.Click","Dehuman_Native_5",-0.042,0.024
"48102","RacismMiniTiming_Page.Submit","Dehuman_Native_5",-0.042,0.025
"48104","RacismMini_RacismMini_1","Dehuman_Native_5",0.09,0
"48105","RacismMini_RacismMini_2","Dehuman_Native_5",-0.056,0.003
"48106","RacismMini_RacismMini_3","Dehuman_Native_5",0.114,0
"48107","RacismMini_RacismMini_4","Dehuman_Native_5",-0.058,0.002
"48108","RacismMini_RacismMini_5","Dehuman_Native_5",-0.074,0
"48109","RacismMini_RacismMini_6","Dehuman_Native_5",-0.099,0
"48111","RacismMini_RacismMini_8","Dehuman_Native_5",0.155,0
"48112","RacismMini_RacismMini_9","Dehuman_Native_5",0.129,0
"48113","RacismMini_RacismMini_10","Dehuman_Native_5",0.133,0
"48114","Stereotyping_Stereotyping_1","Dehuman_Native_5",-0.143,0
"48115","Stereotyping_Stereotyping_2","Dehuman_Native_5",-0.135,0
"48116","Stereotyping_Stereotyping_3","Dehuman_Native_5",0.222,0
"48117","Stereotyping_Stereotyping_4","Dehuman_Native_5",0.248,0
"48118","Stereotyping_Stereotyping_5","Dehuman_Native_5",-0.099,0
"48119","Stereotyping_Stereotyping_6","Dehuman_Native_5",-0.105,0
"48120","Stereotyping_Stereotyping_7","Dehuman_Native_5",0.242,0
"48121","Stereotyping_Stereotyping_8","Dehuman_Native_5",0.178,0
"48122","Stereotyping_Stereotyping_9","Dehuman_Native_5",-0.165,0
"48123","Stereotyping_Stereotyping_10","Dehuman_Native_5",-0.117,0
"48124","Stereotyping_Stereotyping_11","Dehuman_Native_5",0.273,0
"48125","Stereotyping_Stereotyping_12","Dehuman_Native_5",0.237,0
"48126","Stereotyping_Stereotyping_13","Dehuman_Native_5",0.156,0
"48127","Stereotyping_Stereotyping_14","Dehuman_Native_5",0.264,0
"48128","Stereotyping_Stereotyping_15","Dehuman_Native_5",-0.102,0
"48129","Stereotyping_Stereotyping_17","Dehuman_Native_5",-0.161,0
"48130","Stereotyping_Stereotyping_18","Dehuman_Native_5",0.114,0
"48131","Stereotyping_Stereotyping_19","Dehuman_Native_5",0.117,0
"48132","Stereotyping_Stereotyping_20","Dehuman_Native_5",0.24,0
"48133","Stereotyping_Stereotyping_21","Dehuman_Native_5",0.258,0
"48135","Stereotyping_Stereotyping_23","Dehuman_Native_5",0.094,0
"48136","Stereotyping_Stereotyping_24","Dehuman_Native_5",0.153,0
"48142","CultRacism_CultRacism_1","Dehuman_Native_5",0.233,0
"48143","CultRacism_CultRacism_2","Dehuman_Native_5",0.253,0
"48144","CultRacism_CultRacism_3","Dehuman_Native_5",0.248,0
"48145","CultRacism_CultRacism_4","Dehuman_Native_5",0.247,0
"48146","CultRacism_CultRacism_5","Dehuman_Native_5",-0.176,0
"48147","CultRacism_CultRacism_6","Dehuman_Native_5",-0.203,0
"48148","CultRacism_CultRacism_7","Dehuman_Native_5",0.241,0
"48149","CultRacism_CultRacism_8","Dehuman_Native_5",0.184,0
"48150","CultRacism_CultRacism_9","Dehuman_Native_5",0.08,0
"48151","CultRacism_CultRacism_10","Dehuman_Native_5",0.234,0
"48152","CultRacism_CultRacism_11","Dehuman_Native_5",0.21,0
"48153","CultRacism_CultRacism_12","Dehuman_Native_5",0.152,0
"48154","CultRacism_CultRacism_13","Dehuman_Native_5",0.249,0
"48155","CultRacism_Conflict_1","Dehuman_Native_5",0.222,0
"48156","CultRacism_Conflict_2","Dehuman_Native_5",0.208,0
"48157","CultRacism_Conflict_3","Dehuman_Native_5",-0.15,0
"48159","KnowledgeTiming_Last.Click","Dehuman_Native_5",-0.07,0
"48160","KnowledgeTiming_Page.Submit","Dehuman_Native_5",-0.069,0
"48165","ContempKnow_4","Dehuman_Native_5",0.042,0.024
"48174","HistoricKnow_3","Dehuman_Native_5",0.072,0
"48177","HistoricKnow_6","Dehuman_Native_5",0.053,0.005
"48178","HistoricKnow_7","Dehuman_Native_5",0.058,0.002
"48181","HistoricKnow_10","Dehuman_Native_5",-0.064,0.001
"48184","Dehuman_wht_3","Dehuman_Native_5",0.065,0.001
"48185","Dehuman_wht_4","Dehuman_Native_5",0.063,0.001
"48186","Dehuman_wht_5","Dehuman_Native_5",0.363,0
"48187","Dehuman_wht_6","Dehuman_Native_5",0.042,0.027
"48188","Dehuman_wht_7","Dehuman_Native_5",0.062,0.001
"48189","Dehuman_wht_8","Dehuman_Native_5",0.244,0
"48190","Dehuman_wht_9","Dehuman_Native_5",0.173,0
"48191","Dehuman_wht_10","Dehuman_Native_5",0.181,0
"48192","Dehuman_wht_11","Dehuman_Native_5",0.189,0
"48193","Dehuman_wht_12","Dehuman_Native_5",0.135,0
"48194","Dehuman_wht_13","Dehuman_Native_5",0.041,0.03
"48195","Dehuman_wht_14","Dehuman_Native_5",0.297,0
"48197","Dehuman_wht_16","Dehuman_Native_5",0.238,0
"48198","Dehuman_wht_17","Dehuman_Native_5",0.093,0
"48199","Dehuman_wht_18","Dehuman_Native_5",0.197,0
"48200","Dehuman_wht_19","Dehuman_Native_5",0.272,0
"48201","Dehuman_wht_20","Dehuman_Native_5",0.124,0
"48202","Dehuman_Native_1","Dehuman_Native_5",-0.198,0
"48203","Dehuman_Native_2","Dehuman_Native_5",-0.207,0
"48204","Dehuman_Native_3","Dehuman_Native_5",-0.207,0
"48205","Dehuman_Native_4","Dehuman_Native_5",-0.136,0
"48210","Nationalism_Nationalism_1","Dehuman_Native_6",0.072,0
"48211","Nationalism_Nationalism_2","Dehuman_Native_6",0.111,0
"48212","Nationalism_Nationalism_3","Dehuman_Native_6",0.066,0
"48213","Nationalism_Nationalism_4","Dehuman_Native_6",0.102,0
"48214","Nationalism_Nationalism_5","Dehuman_Native_6",0.088,0
"48215","Nationalism_Nationalism_6","Dehuman_Native_6",0.055,0.003
"48216","Nationalism_Nationalism_7","Dehuman_Native_6",0.043,0.021
"48217","Nationalism_Nationalism_8","Dehuman_Native_6",0.072,0
"48218","Nationalism_Nationalism_9","Dehuman_Native_6",0.099,0
"48219","Nationalism_Nationalism_10","Dehuman_Native_6",0.096,0
"48221","Nationalism_Nationalism_12","Dehuman_Native_6",0.067,0
"48222","Nationalism_Nationalism_13","Dehuman_Native_6",0.099,0
"48223","Nationalism_Nationalism_14","Dehuman_Native_6",0.063,0.001
"48224","Nationalism_Nationalism_15","Dehuman_Native_6",0.039,0.04
"48225","Nationalism_Nationalism_16","Dehuman_Native_6",0.092,0
"48227","EconMobTiming_Last.Click","Dehuman_Native_6",0.038,0.046
"48229","EconMobTiming_Click.Count","Dehuman_Native_6",0.039,0.039
"48230","EconMob_EconMob_1","Dehuman_Native_6",0.056,0.003
"48233","EconMob_EconMob_4","Dehuman_Native_6",0.057,0.002
"48234","EconMob_EconMob_5","Dehuman_Native_6",0.063,0.001
"48235","EconMob_EconMob_6","Dehuman_Native_6",0.053,0.005
"48236","EconMob_EconMob_7","Dehuman_Native_6",0.059,0.002
"48239","EconMob_EconMob_10","Dehuman_Native_6",-0.039,0.039
"48240","EconMob_EconMob_11","Dehuman_Native_6",0.072,0
"48241","EconMob_EconMob_12","Dehuman_Native_6",0.112,0
"48248","Masc_Masc_3","Dehuman_Native_6",-0.067,0
"48249","Masc_Masc_4","Dehuman_Native_6",-0.064,0.001
"48252","Masc_Masc_7","Dehuman_Native_6",-0.067,0
"48253","Masc_Masc_8","Dehuman_Native_6",-0.064,0.001
"48255","ColorblindTiming_Last.Click","Dehuman_Native_6",0.04,0.032
"48256","ColorblindTiming_Page.Submit","Dehuman_Native_6",0.042,0.027
"48257","ColorblindTiming_Click.Count","Dehuman_Native_6",0.04,0.034
"48258","Colorblind_Colorblind_1","Dehuman_Native_6",0.091,0
"48259","Colorblind_Colorblind_2","Dehuman_Native_6",0.04,0.032
"48260","Colorblind_Colorblind_3","Dehuman_Native_6",0.112,0
"48261","Colorblind_Colorblind_4","Dehuman_Native_6",0.063,0.001
"48262","Colorblind_Colorblind_5","Dehuman_Native_6",0.084,0
"48263","CB_Laurel_CB_Laurel_1","Dehuman_Native_6",0.08,0
"48265","CB_Laurel_CB_Laurel_3","Dehuman_Native_6",0.105,0
"48266","CB_Laurel_CB_Laurel_4","Dehuman_Native_6",0.091,0
"48268","CB_Laurel_CB_Laurel_6","Dehuman_Native_6",0.116,0
"48269","CB_Laurel_CB_Laurel_7","Dehuman_Native_6",0.084,0
"48270","CB_Laurel_CB_Laurel_8","Dehuman_Native_6",-0.039,0.036
"48272","CB_Laurel_CB_Laurel_10","Dehuman_Native_6",0.102,0
"48273","CB_Laurel_CB_Laurel_11","Dehuman_Native_6",0.095,0
"48278","Therms_1","Dehuman_Native_6",0.341,0
"48279","Therms_2","Dehuman_Native_6",0.184,0
"48280","Therms_3","Dehuman_Native_6",0.298,0
"48281","Therms_4","Dehuman_Native_6",0.275,0
"48282","Therms_5","Dehuman_Native_6",0.275,0
"48286","DVTiming_Click.Count","Dehuman_Native_6",0.043,0.023
"48287","DV1_1","Dehuman_Native_6",0.064,0.001
"48288","DV1_2","Dehuman_Native_6",0.037,0.049
"48291","DV1_5","Dehuman_Native_6",0.099,0
"48292","DV1_6","Dehuman_Native_6",0.162,0
"48293","DV1_7","Dehuman_Native_6",0.186,0
"48294","DV1_8","Dehuman_Native_6",0.192,0
"48295","DV1_9","Dehuman_Native_6",0.182,0
"48296","DV1_10","Dehuman_Native_6",0.146,0
"48297","DV1_11","Dehuman_Native_6",0.11,0
"48298","DV2Timing_First.Click","Dehuman_Native_6",0.051,0.007
"48299","DV2Timing_Last.Click","Dehuman_Native_6",0.051,0.007
"48300","DV2Timing_Page.Submit","Dehuman_Native_6",0.048,0.01
"48301","DV2Timing_Click.Count","Dehuman_Native_6",0.04,0.035
"48302","DV2_Q38_1","Dehuman_Native_6",-0.128,0
"48303","DV2_Q38_2","Dehuman_Native_6",-0.154,0
"48304","DV2_Q38_3","Dehuman_Native_6",-0.143,0
"48305","DV2_Q38_4","Dehuman_Native_6",-0.114,0
"48306","DV2_Q38_5","Dehuman_Native_6",0.179,0
"48307","DV2_Q38_6","Dehuman_Native_6",0.195,0
"48308","DV2_Q38_7","Dehuman_Native_6",0.176,0
"48309","DV2_Q38_8","Dehuman_Native_6",0.183,0
"48310","DV2_Q38_10","Dehuman_Native_6",0.167,0
"48311","DV2_Q38_11","Dehuman_Native_6",0.152,0
"48312","DV2_Q38_12","Dehuman_Native_6",0.113,0
"48313","DV2_DV2_9","Dehuman_Native_6",0.167,0
"48314","DV2_DV2_13","Dehuman_Native_6",0.157,0
"48315","DV2_DV2_14","Dehuman_Native_6",0.158,0
"48316","DV3Timing_First.Click","Dehuman_Native_6",0.045,0.017
"48319","DV3Timing_Click.Count","Dehuman_Native_6",0.04,0.032
"48320","DV3_Q39_1","Dehuman_Native_6",0.137,0
"48321","DV3_Q39_2","Dehuman_Native_6",0.187,0
"48322","DV3_Q39_4","Dehuman_Native_6",-0.08,0
"48323","DV3_Q39_5","Dehuman_Native_6",0.149,0
"48324","DV3_Q39_6","Dehuman_Native_6",0.14,0
"48325","DV3_Q39_7","Dehuman_Native_6",0.131,0
"48326","DV3_Q39_8","Dehuman_Native_6",0.137,0
"48327","DV3_Q39_9","Dehuman_Native_6",0.133,0
"48331","AntiSovTiming_Click.Count","Dehuman_Native_6",0.045,0.018
"48332","AntiSov_AntiSov_1","Dehuman_Native_6",-0.115,0
"48333","AntiSov_AntiSov_2","Dehuman_Native_6",-0.11,0
"48334","AntiSov_AntiSov_3","Dehuman_Native_6",-0.11,0
"48335","AntiSov_AntiSov_4","Dehuman_Native_6",-0.104,0
"48336","AntiSov_AntiSov_5","Dehuman_Native_6",0.116,0
"48337","AntiSov_AntiSov_6","Dehuman_Native_6",0.201,0
"48338","FamousTiming_First.Click","Dehuman_Native_6",0.048,0.011
"48339","FamousTiming_Last.Click","Dehuman_Native_6",0.041,0.031
"48340","FamousTiming_Page.Submit","Dehuman_Native_6",0.046,0.015
"48347","CloseFamily","Dehuman_Native_6",0.037,0.05
"48368","MediaContactTiming_Page.Submit","Dehuman_Native_6",0.048,0.01
"48373","ProductsTiming_Click.Count","Dehuman_Native_6",0.068,0
"48377","OtherContactTiming_Click.Count","Dehuman_Native_6",0.059,0.002
"48380","FanSportTeam","Dehuman_Native_6",0.048,0.01
"48381","Spiritualpractice","Dehuman_Native_6",0.049,0.009
"48389","Invisibility_Invisibility_2","Dehuman_Native_6",0.081,0
"48390","Invisibility_Invisibility_3","Dehuman_Native_6",0.057,0.002
"48391","Invisibility_Invisibility_4","Dehuman_Native_6",0.06,0.001
"48394","Invisibility_Invisibility_7","Dehuman_Native_6",0.062,0.001
"48395","Invisibility_Invisibility_8","Dehuman_Native_6",0.066,0
"48399","MCPTiming_Click.Count","Dehuman_Native_6",0.052,0.005
"48401","MCP_MCP_2","Dehuman_Native_6",-0.064,0.001
"48403","MCP_MCP_4","Dehuman_Native_6",-0.06,0.001
"48404","MCP_MCP_5","Dehuman_Native_6",-0.074,0
"48405","MCP_MCP_6","Dehuman_Native_6",0.156,0
"48406","MCP_MCP_7","Dehuman_Native_6",-0.155,0
"48407","MCP_MCP_8","Dehuman_Native_6",0.24,0
"48408","MCP_MCP_9","Dehuman_Native_6",0.223,0
"48409","MCP_MCP_10","Dehuman_Native_6",0.225,0
"48413","RacismMiniTiming_Click.Count","Dehuman_Native_6",0.04,0.032
"48414","RacismMini_RacismMini_1","Dehuman_Native_6",0.047,0.013
"48415","RacismMini_RacismMini_2","Dehuman_Native_6",0.069,0
"48417","RacismMini_RacismMini_4","Dehuman_Native_6",0.07,0
"48418","RacismMini_RacismMini_5","Dehuman_Native_6",0.089,0
"48419","RacismMini_RacismMini_6","Dehuman_Native_6",0.114,0
"48421","RacismMini_RacismMini_8","Dehuman_Native_6",-0.056,0.003
"48422","RacismMini_RacismMini_9","Dehuman_Native_6",-0.059,0.002
"48423","RacismMini_RacismMini_10","Dehuman_Native_6",-0.048,0.01
"48424","Stereotyping_Stereotyping_1","Dehuman_Native_6",0.21,0
"48425","Stereotyping_Stereotyping_2","Dehuman_Native_6",0.207,0
"48426","Stereotyping_Stereotyping_3","Dehuman_Native_6",-0.168,0
"48427","Stereotyping_Stereotyping_4","Dehuman_Native_6",-0.157,0
"48428","Stereotyping_Stereotyping_5","Dehuman_Native_6",0.174,0
"48429","Stereotyping_Stereotyping_6","Dehuman_Native_6",0.178,0
"48430","Stereotyping_Stereotyping_7","Dehuman_Native_6",-0.174,0
"48431","Stereotyping_Stereotyping_8","Dehuman_Native_6",-0.144,0
"48432","Stereotyping_Stereotyping_9","Dehuman_Native_6",0.22,0
"48433","Stereotyping_Stereotyping_10","Dehuman_Native_6",0.25,0
"48434","Stereotyping_Stereotyping_11","Dehuman_Native_6",-0.155,0
"48435","Stereotyping_Stereotyping_12","Dehuman_Native_6",-0.148,0
"48436","Stereotyping_Stereotyping_13","Dehuman_Native_6",-0.096,0
"48437","Stereotyping_Stereotyping_14","Dehuman_Native_6",-0.169,0
"48438","Stereotyping_Stereotyping_15","Dehuman_Native_6",0.217,0
"48439","Stereotyping_Stereotyping_17","Dehuman_Native_6",0.245,0
"48440","Stereotyping_Stereotyping_18","Dehuman_Native_6",-0.044,0.02
"48441","Stereotyping_Stereotyping_19","Dehuman_Native_6",-0.108,0
"48442","Stereotyping_Stereotyping_20","Dehuman_Native_6",-0.174,0
"48443","Stereotyping_Stereotyping_21","Dehuman_Native_6",-0.152,0
"48444","Stereotyping_Stereotyping_22","Dehuman_Native_6",0.079,0
"48445","Stereotyping_Stereotyping_23","Dehuman_Native_6",0.067,0
"48446","Stereotyping_Stereotyping_24","Dehuman_Native_6",-0.087,0
"48447","Stereotyping_Stereotyping_25","Dehuman_Native_6",0.064,0.001
"48452","CultRacism_CultRacism_1","Dehuman_Native_6",-0.17,0
"48453","CultRacism_CultRacism_2","Dehuman_Native_6",-0.199,0
"48454","CultRacism_CultRacism_3","Dehuman_Native_6",-0.219,0
"48455","CultRacism_CultRacism_4","Dehuman_Native_6",-0.179,0
"48456","CultRacism_CultRacism_5","Dehuman_Native_6",0.215,0
"48457","CultRacism_CultRacism_6","Dehuman_Native_6",0.295,0
"48458","CultRacism_CultRacism_7","Dehuman_Native_6",-0.193,0
"48459","CultRacism_CultRacism_8","Dehuman_Native_6",-0.15,0
"48461","CultRacism_CultRacism_10","Dehuman_Native_6",-0.169,0
"48462","CultRacism_CultRacism_11","Dehuman_Native_6",-0.131,0
"48463","CultRacism_CultRacism_12","Dehuman_Native_6",-0.131,0
"48464","CultRacism_CultRacism_13","Dehuman_Native_6",-0.184,0
"48465","CultRacism_Conflict_1","Dehuman_Native_6",-0.155,0
"48466","CultRacism_Conflict_2","Dehuman_Native_6",-0.12,0
"48467","CultRacism_Conflict_3","Dehuman_Native_6",0.223,0
"48469","KnowledgeTiming_Last.Click","Dehuman_Native_6",0.065,0.001
"48470","KnowledgeTiming_Page.Submit","Dehuman_Native_6",0.063,0.001
"48471","KnowledgeTiming_Click.Count","Dehuman_Native_6",0.05,0.007
"48474","ContempKnow_3","Dehuman_Native_6",-0.044,0.019
"48475","ContempKnow_4","Dehuman_Native_6",-0.086,0
"48478","ContempKnow_7","Dehuman_Native_6",-0.064,0.001
"48479","ContempKnow_8","Dehuman_Native_6",-0.04,0.034
"48480","ContempKnow_9","Dehuman_Native_6",-0.076,0
"48481","ContempKnow_10","Dehuman_Native_6",-0.077,0
"48483","HistoricKnow_2","Dehuman_Native_6",-0.044,0.02
"48484","HistoricKnow_3","Dehuman_Native_6",-0.066,0
"48485","HistoricKnow_4","Dehuman_Native_6",-0.038,0.044
"48486","HistoricKnow_5","Dehuman_Native_6",-0.046,0.014
"48487","HistoricKnow_6","Dehuman_Native_6",-0.057,0.002
"48488","HistoricKnow_7","Dehuman_Native_6",-0.071,0
"48490","HistoricKnow_9","Dehuman_Native_6",-0.069,0
"48492","Dehuman_wht_1","Dehuman_Native_6",0.354,0
"48493","Dehuman_wht_2","Dehuman_Native_6",0.33,0
"48494","Dehuman_wht_3","Dehuman_Native_6",0.32,0
"48495","Dehuman_wht_4","Dehuman_Native_6",0.348,0
"48497","Dehuman_wht_6","Dehuman_Native_6",0.376,0
"48498","Dehuman_wht_7","Dehuman_Native_6",0.352,0
"48499","Dehuman_wht_8","Dehuman_Native_6",0.184,0
"48500","Dehuman_wht_9","Dehuman_Native_6",0.283,0
"48501","Dehuman_wht_10","Dehuman_Native_6",0.061,0.001
"48502","Dehuman_wht_11","Dehuman_Native_6",0.062,0.001
"48503","Dehuman_wht_12","Dehuman_Native_6",0.268,0
"48504","Dehuman_wht_13","Dehuman_Native_6",0.363,0
"48505","Dehuman_wht_14","Dehuman_Native_6",0.154,0
"48506","Dehuman_wht_15","Dehuman_Native_6",0.342,0
"48508","Dehuman_wht_17","Dehuman_Native_6",0.276,0
"48509","Dehuman_wht_18","Dehuman_Native_6",0.165,0
"48510","Dehuman_wht_19","Dehuman_Native_6",0.108,0
"48511","Dehuman_wht_20","Dehuman_Native_6",0.13,0
"48512","Dehuman_Native_1","Dehuman_Native_6",0.661,0
"48513","Dehuman_Native_2","Dehuman_Native_6",0.65,0
"48514","Dehuman_Native_3","Dehuman_Native_6",0.626,0
"48515","Dehuman_Native_4","Dehuman_Native_6",0.629,0
"48516","Dehuman_Native_5","Dehuman_Native_6",-0.162,0
"48518","NationalismTiming_Last.Click","Dehuman_Native_7",0.04,0.033
"48520","NationalismTiming_Click.Count","Dehuman_Native_7",0.038,0.045
"48521","Nationalism_Nationalism_1","Dehuman_Native_7",0.074,0
"48522","Nationalism_Nationalism_2","Dehuman_Native_7",0.139,0
"48523","Nationalism_Nationalism_3","Dehuman_Native_7",0.065,0.001
"48524","Nationalism_Nationalism_4","Dehuman_Native_7",0.109,0
"48525","Nationalism_Nationalism_5","Dehuman_Native_7",0.1,0
"48526","Nationalism_Nationalism_6","Dehuman_Native_7",0.062,0.001
"48527","Nationalism_Nationalism_7","Dehuman_Native_7",0.067,0
"48528","Nationalism_Nationalism_8","Dehuman_Native_7",0.064,0.001
"48529","Nationalism_Nationalism_9","Dehuman_Native_7",0.098,0
"48530","Nationalism_Nationalism_10","Dehuman_Native_7",0.112,0
"48531","Nationalism_Nationalism_11","Dehuman_Native_7",0.049,0.009
"48532","Nationalism_Nationalism_12","Dehuman_Native_7",0.076,0
"48533","Nationalism_Nationalism_13","Dehuman_Native_7",0.122,0
"48534","Nationalism_Nationalism_14","Dehuman_Native_7",0.085,0
"48535","Nationalism_Nationalism_15","Dehuman_Native_7",0.07,0
"48536","Nationalism_Nationalism_16","Dehuman_Native_7",0.095,0
"48537","EconMobTiming_First.Click","Dehuman_Native_7",0.045,0.016
"48538","EconMobTiming_Last.Click","Dehuman_Native_7",0.049,0.01
"48539","EconMobTiming_Page.Submit","Dehuman_Native_7",0.045,0.016
"48540","EconMobTiming_Click.Count","Dehuman_Native_7",0.037,0.048
"48541","EconMob_EconMob_1","Dehuman_Native_7",0.046,0.014
"48544","EconMob_EconMob_4","Dehuman_Native_7",0.077,0
"48545","EconMob_EconMob_5","Dehuman_Native_7",0.064,0.001
"48546","EconMob_EconMob_6","Dehuman_Native_7",0.047,0.013
"48547","EconMob_EconMob_7","Dehuman_Native_7",0.054,0.004
"48548","EconMob_EconMob_8","Dehuman_Native_7",0.053,0.005
"48551","EconMob_EconMob_11","Dehuman_Native_7",0.086,0
"48552","EconMob_EconMob_12","Dehuman_Native_7",0.129,0
"48556","MascTiming_Click.Count","Dehuman_Native_7",0.037,0.048
"48559","Masc_Masc_3","Dehuman_Native_7",-0.101,0
"48560","Masc_Masc_4","Dehuman_Native_7",-0.09,0
"48563","Masc_Masc_7","Dehuman_Native_7",-0.101,0
"48564","Masc_Masc_8","Dehuman_Native_7",-0.09,0
"48568","ColorblindTiming_Click.Count","Dehuman_Native_7",0.041,0.031
"48569","Colorblind_Colorblind_1","Dehuman_Native_7",0.094,0
"48570","Colorblind_Colorblind_2","Dehuman_Native_7",0.083,0
"48571","Colorblind_Colorblind_3","Dehuman_Native_7",0.147,0
"48572","Colorblind_Colorblind_4","Dehuman_Native_7",0.083,0
"48573","Colorblind_Colorblind_5","Dehuman_Native_7",0.122,0
"48574","CB_Laurel_CB_Laurel_1","Dehuman_Native_7",0.09,0
"48576","CB_Laurel_CB_Laurel_3","Dehuman_Native_7",0.13,0
"48577","CB_Laurel_CB_Laurel_4","Dehuman_Native_7",0.104,0
"48578","CB_Laurel_CB_Laurel_5","Dehuman_Native_7",0.043,0.021
"48579","CB_Laurel_CB_Laurel_6","Dehuman_Native_7",0.104,0
